"","Valence","VidLength_ms","VidLength_sec","Accuracy","TruthProp","Veracity"
"82",-0.998436277385793,-0.304373298581033,-0.303405437441944,0.154066948650017,-0.793897154590887,"0"
"122",-0.998436277385793,-0.189824111489728,-0.188858788100956,-0.33358313609781,-0.246263851143843,"0"
"209",0.998436277385793,-0.163764171426456,-0.163085791999234,0.251596965599582,-0.136737190454434,"1"
"264",0.998436277385793,-0.552658661601439,-0.552544399758596,-0.187288110673462,-0.410553842177956,"0"
"118",-0.998436277385793,-0.38083488096448,-0.380724425747113,-0.577408178471723,0.027552800579679,"0"
"21",0.998436277385793,0.605719992859391,0.604376758585393,-1.35764831406825,-1.94392709182968,"1"
"282",-0.998436277385793,0.15382344978419,0.154781159922012,-0.967528246269984,0.465659443337315,"0"
"263",-0.998436277385793,0.0584612515306777,0.0574165079821701,0.349126982549147,-0.0272105297650254,"1"
"22",-0.998436277385793,0.439623671576998,0.438284117040958,0.251596965599582,-0.903423815280296,"0"
"16",0.998436277385793,0.471697443962564,0.472648111843256,-0.431113153047375,-0.136737190454434,"0"
"34",-0.998436277385793,0.72800125007936,0.727514406626956,-0.967528246269984,0.465659443337315,"0"
"289",0.998436277385793,-2.76718082104411,-2.76615839827321,1.66578221136828,1.45139938954199,"1"
"78",-0.998436277385793,0.557036588345586,0.555694432615472,-0.772468212370854,0.246606121958497,"0"
"119",-0.998436277385793,0.0773618674007432,0.0774621716168433,1.27566214357002,1.01329274678436,"1"
"120",0.998436277385793,-0.0752749243984218,-0.0743121387599673,-1.99159342424042,1.61568938057611,"0"
"274",-0.998436277385793,-0.724482442238398,-0.724364373770078,-0.577408178471723,0.027552800579679,"0"
"290",-0.998436277385793,1.61432558519834,1.61525093901962,-1.84529839881607,1.45139938954199,"0"
"235",-0.998436277385793,1.58339730468369,1.58375061045085,-1.06505826321955,-1.61534710976145,"1"
"246",-0.998436277385793,-0.934393827583215,-0.933412008817384,-0.0897580937238966,-0.520080502867365,"0"
"224",0.998436277385793,0.0681979324334387,0.0688711729162688,-0.674938195421289,0.137079461269088,"0"
"168",0.998436277385793,-0.615947087469385,-0.61554505689614,0.934307084246539,-1.67011044010616,"0"
"292",0.998436277385793,0.45909703338252,0.458329780675631,-1.65023836491694,1.23234606816318,"0"
"293",0.998436277385793,0.736019693175752,0.736105405327528,1.08060210967089,0.794239425405541,"1"
"158",-0.998436277385793,0.886938247168547,0.887879715704339,-0.187288110673462,-0.410553842177956,"0"
"52",0.998436277385793,1.24433171089342,1.24297432866141,-0.187288110673462,-0.410553842177956,"0"
"124",0.998436277385793,-1.06813000351232,-1.06800432179305,0.788012058822191,-1.50582044907204,"0"
"266",-0.998436277385793,-1.62168895013105,-1.62069190486332,-0.967528246269984,0.465659443337315,"0"
"17",0.998436277385793,-1.09247170576922,-1.09377731789477,-0.187288110673462,-0.629607163556774,"1"
"251",-0.998436277385793,-3.26375154708492,-3.26443632290651,0.300361974074364,-0.0819738601097299,"1"
"99",-0.998436277385793,0.029537581790123,0.0287798456469225,-0.577408178471723,-1.06771380631441,"1"
"229",0.998436277385793,0.535558615765967,0.535648768980799,1.86084224526741,1.67045271092081,"1"
"243",-0.998436277385793,-2.86282939226535,-2.86352305021305,-1.30888330559346,-1.88916376148498,"1"
"126",-0.998436277385793,0.50692131899314,0.507012106645552,-0.0897580937238966,-0.520080502867365,"0"
"154",-0.998436277385793,0.00720049030731839,0.00587051577872522,-1.60147335644216,1.17758273781847,"0"
"15",-0.998436277385793,0.813626767430111,0.813424393632697,1.0318371011961,0.739476095060836,"1"
"314",-0.998436277385793,0.879206177039884,0.879288717003765,-1.74776838186651,1.34187272885258,"0"
"159",-0.998436277385793,1.13121438864076,1.13129134555394,0.00777192322566878,-0.410553842177956,"1"
"201",0.998436277385793,0.178451525008821,0.177690489790209,-0.236053119148245,-0.684370493901478,"1"
"47",-0.998436277385793,-0.701572604820136,-0.701455043901881,0.495422007973495,0.137079461269088,"1"
"76",0.998436277385793,0.825940805042427,0.824879058566796,0.739247050347409,-1.45105711872734,"0"
"45",0.998436277385793,-0.701572604820136,-0.701455043901881,1.12936711814567,0.849002755750245,"1"
"228",0.998436277385793,-1.10478574338153,-1.10523198282887,1.56825219441871,-2.38203373458731,"0"
"237",0.998436277385793,-0.591319012244755,-0.592635727027943,-0.528643169996941,-1.0129504759697,"1"
"101",0.998436277385793,0.134636460946396,0.134735496287339,1.22689713509524,0.958529416439654,"1"
"181",0.998436277385793,1.75436196641746,1.75557058446233,0.154066948650017,-0.246263851143843,"1"
"215",-0.998436277385793,-1.22391689795649,-1.22264229840338,-0.674938195421289,-1.17724046700382,"1"
"141",0.998436277385793,0.984591429163885,0.985244367644181,0.0565369317004515,-0.355790511833252,"1"
"315",-0.998436277385793,0.917293781747743,0.916516378039587,-0.674938195421289,-1.17724046700382,"1"
"54",-0.998436277385793,0.178451525008821,0.177690489790209,0.154066948650017,-0.793897154590887,"0"
"252",0.998436277385793,-1.06813000351232,-1.06800432179305,-0.0897580937238966,-0.520080502867365,"0"
"71",-0.998436277385793,0.312760446873377,0.312282802765871,-0.187288110673462,-0.629607163556774,"1"
"285",0.998436277385793,1.09885424328746,1.09979101698517,1.17813212662045,0.90376608609495,"1"
"51",-0.998436277385793,-0.970476821516977,-0.970639669853204,1.12936711814567,0.849002755750245,"1"
"190",-0.998436277385793,0.898965911813134,0.899334380638438,0.0565369317004515,-0.684370493901478,"0"
"188",0.998436277385793,-0.701286231852408,-0.701455043901881,-0.674938195421289,0.137079461269088,"0"
"74",-0.998436277385793,0.263790669391843,0.26360047679595,0.788012058822191,-1.50582044907204,"0"
"162",-0.998436277385793,-0.481351792637101,-0.480952743920478,-0.528643169996941,-0.0272105297650254,"0"
"311",-0.998436277385793,1.38522721101573,1.38615764033764,1.42195716899437,1.17758273781847,"1"
"19",-0.998436277385793,-0.102766729300335,-0.102948801095215,0.788012058822191,0.465659443337315,"1"
"195",-0.998436277385793,0.156973552429201,0.157644826155536,0.300361974074364,-0.0819738601097299,"1"
"109",0.998436277385793,0.039274262692884,0.0402345105810212,1.51948718594393,1.28710939850788,"1"
"261",0.998436277385793,-0.151736506781868,-0.151631127065134,-0.187288110673462,-0.629607163556774,"1"
"135",-0.998436277385793,-0.218461408262554,-0.217495450436203,-1.2113532886439,-1.77963710079557,"1"
"23",-0.998436277385793,0.532694886088684,0.532785102747275,-2.28418347508912,-2.98443036837906,"1"
"233",0.998436277385793,0.181315254686103,0.180554156023733,1.66578221136828,1.45139938954199,"1"
"14",-0.998436277385793,-2.54352353324833,-2.54279243205828,0.154066948650017,-0.793897154590887,"0"
"140",0.998436277385793,0.703659547822458,0.704605076758757,0.154066948650017,-0.793897154590887,"0"
"25",0.998436277385793,-0.396012648254078,-0.395042756914735,0.300361974074364,-0.0819738601097299,"1"
"238",-0.998436277385793,-1.97220946263045,-1.97292285158686,-0.431113153047375,-0.136737190454434,"0"
"176",0.998436277385793,1.63208070919749,1.63243293642077,-1.26011829711868,0.794239425405541,"0"
"320",0.998436277385793,0.344547846291214,0.343783131334642,-1.65023836491694,1.23234606816318,"0"
"49",0.998436277385793,-2.04552094236888,-2.04451450742498,0.592952024923061,0.246606121958497,"1"
"230",-0.998436277385793,-2.29008345680882,-2.2907898035081,-0.821233220845637,0.301369452303201,"0"
"259",-0.998436277385793,-0.342460903288893,-0.343496764711291,-0.187288110673462,-0.629607163556774,"1"
"218",-0.998436277385793,-0.771733981913561,-0.773046699739999,-0.0897580937238966,-0.520080502867365,"0"
"151",-0.998436277385793,0.776971027560894,0.776196732596875,2.34849233001524,2.21808601436786,"1"
"111",-0.998436277385793,-0.609933255147092,-0.60981772442909,0.592952024923061,0.246606121958497,"1"
"182",-0.998436277385793,0.572500728602913,0.572876430016619,0.592952024923061,-1.28676712769323,"0"
"249",0.998436277385793,0.211098043329843,0.212054484592505,0.251596965599582,-0.136737190454434,"1"
"132",0.998436277385793,0.592833209311619,0.592922093651292,-0.528643169996941,-0.0272105297650254,"0"
"283",-0.998436277385793,-0.51457105689358,-0.515316738722774,0.788012058822191,0.465659443337315,"1"
"110",-0.998436277385793,0.736019693175752,0.736105405327528,-0.236053119148245,-0.355790511833252,"0"
"301",0.998436277385793,0.688195407565132,0.68742307935761,0.641717033397843,0.301369452303201,"1"
"191",-0.998436277385793,0.947935689294667,0.948016706608358,1.42195716899437,1.17758273781847,"1"
"136",0.998436277385793,0.55474560460376,0.555694432615472,-0.528643169996941,-0.0272105297650254,"0"
"183",-0.998436277385793,0.545008923700999,0.544239767681374,-0.772468212370854,-1.28676712769323,"1"
"3",-0.998436277385793,0.788998692205481,0.787651397530973,1.22689713509524,0.958529416439654,"1"
"278",-0.998436277385793,-1.00140510203163,-1.00213999842198,1.17813212662045,-1.94392709182968,"0"
"189",0.998436277385793,-0.347042870772545,-0.346360430944815,-0.187288110673462,-0.629607163556774,"1"
"123",-0.998436277385793,-0.189824111489728,-0.188858788100956,0.154066948650017,-0.246263851143843,"1"
"170",-0.998436277385793,-1.70330524593361,-1.70373822563553,-1.26011829711868,0.794239425405541,"0"
"143",-0.998436277385793,0.72800125007936,0.727514406626956,-1.35764831406825,-1.94392709182968,"1"
"234",-0.998436277385793,1.04558887129001,1.0453813585482,1.42195716899437,-2.2177437435532,"0"
"222",-0.998436277385793,1.14352842625307,1.14274601048804,-0.577408178471723,0.027552800579679,"0"
"128",0.998436277385793,1.1083045512225,1.10838201568574,1.12936711814567,-1.88916376148498,"0"
"294",-0.998436277385793,0.115449472108602,0.114689832652665,-1.11382327169433,0.629949434371428,"0"
"39",-0.998436277385793,0.691345510210142,0.690286745591134,1.08060210967089,0.794239425405541,"1"
"103",-0.998436277385793,-0.266285693873174,-0.266177776406124,1.86084224526741,1.67045271092081,"1"
"117",0.998436277385793,-0.0752749243984218,-0.0743121387599673,1.66578221136828,1.45139938954199,"1"
"247",-0.998436277385793,-0.953580816421009,-0.953457672452057,-0.431113153047375,-0.903423815280296,"1"
"153",0.998436277385793,1.76667600402978,1.76702524939643,1.42195716899437,1.17758273781847,"1"
"175",-0.998436277385793,0.21482089191031,0.214918150826029,-0.431113153047375,-0.903423815280296,"1"
"304",0.998436277385793,1.95797314647226,1.95889088704259,-0.187288110673462,-0.410553842177956,"0"
"108",0.998436277385793,0.325647230421149,0.326601133933493,-1.35764831406825,0.90376608609495,"0"
"276",0.998436277385793,-0.266285693873174,-0.266177776406124,0.0565369317004515,-0.684370493901478,"0"
"85",0.998436277385793,1.05102995767684,1.05110869101525,1.86084224526741,1.67045271092081,"1"
"133",0.998436277385793,0.0200872738550903,0.020188846946348,0.739247050347409,0.41089611299261,"1"
"173",0.998436277385793,0.91127994942545,0.910789045572536,0.788012058822191,0.465659443337315,"1"
"250",-0.998436277385793,-1.62168895013105,-1.62069190486332,1.22689713509524,-1.99869042217438,"0"
"174",-0.998436277385793,0.0928260076580695,0.0917805027844661,0.154066948650017,-0.793897154590887,"0"
"56",0.998436277385793,-0.0417692871742149,-0.0428118101911955,-0.0897580937238966,-0.520080502867365,"0"
"217",0.998436277385793,1.02411089871039,1.02533569491353,1.08060210967089,0.794239425405541,"1"
"129",0.998436277385793,0.277822944810528,0.277918807963575,1.3244271520448,1.06805607712906,"1"
"165",0.998436277385793,0.654976143308653,0.655922750788838,-0.626173186946506,-1.12247713665911,"1"
"89",0.998436277385793,0.0965488562385369,0.0975078352515164,2.10466728764132,1.94426936264433,"1"
"43",-0.998436277385793,1.08253098412695,1.08260901958402,0.154066948650017,-0.246263851143843,"1"
"220",0.998436277385793,-0.0386191845292039,-0.0399481439576694,0.39789199102393,-1.06771380631441,"0"
"29",0.998436277385793,-0.957876410936933,-0.959185004919105,-0.236053119148245,-0.684370493901478,"1"
"232",0.998436277385793,1.9745827786005,1.97320921821021,-0.479878161522158,-0.0819738601097299,"0"
"46",-0.998436277385793,-0.481351792637101,-0.480952743920478,-0.33358313609781,-0.246263851143843,"0"
"160",0.998436277385793,0.984877802131614,0.985244367644181,-1.50394333949259,1.06805607712906,"0"
"7",-0.998436277385793,-1.8865839452797,-1.88701286458112,0.39789199102393,0.027552800579679,"1"
"20",0.998436277385793,-0.957876410936933,-0.959185004919105,-0.967528246269984,0.465659443337315,"0"
"179",-0.998436277385793,-0.503116138184449,-0.503862073788676,0.885542075771756,0.575186104026723,"1"
"267",-0.998436277385793,-0.228198089165315,-0.228950115370302,0.641717033397843,0.301369452303201,"1"
"157",0.998436277385793,0.755493054981274,0.756151068962202,-0.33358313609781,-0.793897154590887,"1"
"223",-0.998436277385793,-0.396012648254078,-0.395042756914735,0.0565369317004515,-0.355790511833252,"1"
"125",0.998436277385793,-1.01085540996666,-1.01073099712255,0.934307084246539,0.629949434371428,"1"
"41",0.998436277385793,1.10687268638385,1.10551834945222,0.0565369317004515,-0.355790511833252,"1"
"67",-0.998436277385793,0.0470063328215472,0.0459618430480715,1.42195716899437,1.17758273781847,"1"
"91",-0.998436277385793,-0.285472682710968,-0.286223440040797,1.37319216051958,1.12281940747377,"1"
"296",0.998436277385793,-0.33301059535386,-0.332042099777192,0.544187016448278,-1.23200379734852,"0"
"255",-0.998436277385793,-1.85078732431366,-1.84978520354529,0.251596965599582,-0.136737190454434,"1"
"295",-0.998436277385793,1.26094134302166,1.26015632606255,-0.431113153047375,-0.903423815280296,"1"
"79",-0.998436277385793,-0.295209363613729,-0.29481443874137,-0.821233220845637,-1.34153045803793,"1"
"206",-0.998436277385793,-0.102766729300335,-0.102948801095215,-0.723703203896071,0.191842791613792,"0"
"6",-0.998436277385793,0.263790669391843,0.26360047679595,-0.918763237795202,0.41089611299261,"0"
"104",0.998436277385793,-1.35450297124058,-1.35437094514552,-1.99159342424042,1.61568938057611,"0"
"131",-0.998436277385793,0.764656989948578,0.764742067662776,0.349126982549147,-0.0272105297650254,"1"
"68",0.998436277385793,0.178165152041092,0.177690489790209,-1.30888330559346,0.849002755750245,"0"
"24",0.998436277385793,-0.209583846262978,-0.208904451735629,1.66578221136828,-2.49156039527672,"0"
"96",0.998436277385793,-1.62168895013105,-1.62069190486332,0.39789199102393,-1.06771380631441,"0"
"167",-0.998436277385793,-2.71735192465939,-2.71747607230329,-0.772468212370854,-1.28676712769323,"1"
"185",0.998436277385793,-1.49568484433061,-1.49469059058823,-0.0897580937238966,-0.520080502867365,"1"
"87",-0.998436277385793,0.45909703338252,0.458329780675631,0.251596965599582,-0.136737190454434,"1"
"172",0.998436277385793,0.483725108607151,0.484102776777354,0.154066948650017,-0.793897154590887,"0"
"139",-0.998436277385793,-0.200419911295673,-0.200313453035054,0.544187016448278,0.191842791613792,"1"
"8",0.998436277385793,0.215107264878038,0.214918150826029,0.592952024923061,-1.28676712769323,"0"
"269",0.998436277385793,0.726569385240719,0.727514406626956,1.6170172028935,1.39663605919729,"1"
"303",-0.998436277385793,1.03184296883905,1.03106302738058,0.544187016448278,0.191842791613792,"1"
"42",-0.998436277385793,0.618034030471707,0.618695089753016,-0.772468212370854,0.246606121958497,"0"
"248",0.998436277385793,-1.25885440001934,-1.2598699594392,0.39789199102393,-1.06771380631441,"0"
"12",0.998436277385793,-1.95674532237312,-1.95574085418571,-0.236053119148245,-0.355790511833252,"0"
"308",0.998436277385793,1.3565899142429,1.35752097800239,-0.236053119148245,-0.355790511833252,"0"
"280",0.998436277385793,0.0965488562385369,0.0975078352515164,-0.0897580937238966,-0.520080502867365,"0"
"31",-0.998436277385793,-0.176078209038771,-0.177404123166857,0.00777192322566878,-0.410553842177956,"1"
"59",-0.998436277385793,-0.83301779700741,-0.833183690644018,-0.0897580937238966,-0.520080502867365,"1"
"161",0.998436277385793,-0.0171412119495841,-0.0170388140894721,0.544187016448278,0.191842791613792,"1"
"212",0.998436277385793,0.36173022435491,0.360965128735791,-0.236053119148245,-0.355790511833252,"0"
"214",-0.998436277385793,-1.06813000351232,-1.06800432179305,-0.187288110673462,-0.410553842177956,"0"
"2",-0.998436277385793,0.398385964224128,0.398192789771611,-0.577408178471723,0.027552800579679,"0"
"11",-0.998436277385793,-0.11193066426764,-0.111539799795787,0.934307084246539,0.629949434371428,"1"
"150",-0.998436277385793,1.0212471690331,1.02247202868,-0.967528246269984,0.465659443337315,"0"
"30",-0.998436277385793,-0.0904526916880198,-0.0914941361611163,1.3244271520448,-2.10821708286379,"0"
"61",0.998436277385793,-2.76632170214092,-2.76615839827321,0.251596965599582,-0.136737190454434,"1"
"69",0.998436277385793,-3.07188165870698,-3.07257068526035,0.300361974074364,-0.0819738601097299,"1"
"60",0.998436277385793,1.24433171089342,1.24297432866141,1.6170172028935,-2.43679706493202,"0"
"113",0.998436277385793,-0.514284683925851,-0.515316738722774,1.6170172028935,1.39663605919729,"1"
"273",0.998436277385793,-0.28518630974324,-0.286223440040797,0.934307084246539,0.629949434371428,"1"
"211",-0.998436277385793,1.18304789579957,1.18283733775739,-0.967528246269984,-1.50582044907204,"1"
"227",-0.998436277385793,0.947935689294667,0.948016706608358,-1.50394333949259,-2.10821708286379,"1"
"225",0.998436277385793,1.58339730468369,1.58375061045085,1.08060210967089,0.794239425405541,"1"
"236",0.998436277385793,0.144659514816885,0.143326494987911,0.788012058822191,-1.50582044907204,"0"
"65",0.998436277385793,-1.66693587903212,-1.66651056459971,0.592952024923061,0.246606121958497,"1"
"130",-0.998436277385793,0.325647230421149,0.326601133933493,-0.0897580937238966,-0.520080502867365,"0"
"137",0.998436277385793,0.300446409261061,0.300828137831772,0.934307084246539,0.629949434371428,"1"
"199",-0.998436277385793,-0.579291347600167,-0.578317395860318,1.22689713509524,0.958529416439654,"1"
"197",0.998436277385793,-0.579291347600167,-0.578317395860318,1.08060210967089,0.794239425405541,"1"
"4",0.998436277385793,0.657839872985935,0.658786417022362,0.300361974074364,-0.958187145625,"0"
"312",0.998436277385793,0.631207186987207,0.630149754687115,-0.967528246269984,0.465659443337315,"0"
"300",0.998436277385793,0.650107802857272,0.650195418321788,-1.60147335644216,1.17758273781847,"0"
"115",-0.998436277385793,0.134636460946396,0.134735496287339,1.81207723679263,1.61568938057611,"1"
"62",-0.998436277385793,0.740315287691676,0.738969071561055,-0.187288110673462,-0.410553842177956,"0"
"38",-0.998436277385793,0.923593987037765,0.922243710506637,-0.821233220845637,0.301369452303201,"0"
"50",-0.998436277385793,-0.664916864950919,-0.664227382866061,-0.33358313609781,-0.246263851143843,"0"
"84",0.998436277385793,-0.285472682710968,-0.286223440040797,-1.35764831406825,0.90376608609495,"0"
"142",-0.998436277385793,-2.02117924011198,-2.02160517755678,0.934307084246539,-1.67011044010616,"0"
"242",-0.998436277385793,-2.07988569849627,-2.07887850222727,0.154066948650017,-0.793897154590887,"0"
"187",-0.998436277385793,1.03356120664542,1.0339266936141,0.251596965599582,-0.136737190454434,"1"
"180",0.998436277385793,1.07308067619192,1.07401802088345,-0.967528246269984,0.465659443337315,"0"
"66",-0.998436277385793,1.51008582494525,1.5092952883792,-1.11382327169433,0.629949434371428,"0"
"196",0.998436277385793,0.508066810864053,0.507012106645552,-1.35764831406825,0.90376608609495,"0"
"57",0.998436277385793,-1.83761416779816,-1.8383305386112,-0.431113153047375,-0.903423815280296,"1"
"88",0.998436277385793,-0.476197079217992,-0.475225411453428,-2.0403584327152,1.67045271092081,"0"
"275",-0.998436277385793,-0.275736001808207,-0.274768775106697,1.08060210967089,0.794239425405541,"1"
"48",0.998436277385793,-0.408040312898665,-0.40936108808236,-2.28418347508912,1.94426936264433,"0"
"306",-0.998436277385793,1.7669623769975,1.76702524939643,0.154066948650017,-0.793897154590887,"0"
"146",-0.998436277385793,-0.81153982442779,-0.810274360775821,-0.236053119148245,-0.355790511833252,"0"
"288",0.998436277385793,0.984305056196157,0.985244367644181,-1.84529839881607,1.45139938954199,"0"
"203",-0.998436277385793,-0.835881526684693,-0.836047356877542,0.934307084246539,0.629949434371428,"1"
"112",0.998436277385793,0.134636460946396,0.134735496287339,-1.60147335644216,1.17758273781847,"0"
"55",-0.998436277385793,0.373757888999497,0.37241979366989,0.300361974074364,-0.0819738601097299,"1"
"145",0.998436277385793,1.9989244808574,1.99898221431193,1.08060210967089,0.794239425405541,"1"
"302",-0.998436277385793,1.36604022217793,1.36611197670297,-0.236053119148245,-0.355790511833252,"0"
"75",-0.998436277385793,0.324788111517964,0.323737467699969,1.47072217746915,1.23234606816318,"1"
"121",0.998436277385793,-1.8318867084436,-1.83260320614415,0.154066948650017,-0.246263851143843,"1"
"81",0.998436277385793,-1.03004239880446,-1.03077666075722,1.0318371011961,0.739476095060836,"1"
"9",0.998436277385793,0.352566289387605,0.352374130035217,0.592952024923061,0.246606121958497,"1"
"240",0.998436277385793,1.6200530445529,1.62097827148667,-0.33358313609781,-0.246263851143843,"0"
"184",0.998436277385793,0.0315421925642209,0.0316435118804487,-0.0897580937238966,-0.520080502867365,"0"
"244",0.998436277385793,-1.18267919060362,-1.18255097113403,0.154066948650017,-0.793897154590887,"0"
"114",-0.998436277385793,-1.06813000351232,-1.06800432179305,-2.28418347508912,1.94426936264433,"0"
"35",-0.998436277385793,0.691345510210142,0.690286745591134,0.788012058822191,0.465659443337315,"1"
"26",-0.998436277385793,-2.49770385841181,-2.49697377232188,-0.918763237795202,0.41089611299261,"0"
"177",0.998436277385793,0.42272766648103,0.423965785873335,1.90960725374219,1.72521604126552,"1"
"313",0.998436277385793,1.31821593656731,1.31742965073305,-0.0897580937238966,-0.520080502867365,"1"
"169",0.998436277385793,0.386071926611812,0.386738124837513,1.37319216051958,1.12281940747377,"1"
"186",-0.998436277385793,-0.396012648254078,-0.395042756914735,0.788012058822191,-1.50582044907204,"0"
"32",0.998436277385793,-0.151736506781868,-0.151631127065134,0.251596965599582,-0.903423815280296,"0"
"155",-0.998436277385793,0.129195374559559,0.129008163820288,0.0565369317004515,-0.355790511833252,"1"
"73",0.998436277385793,0.984591429163885,0.985244367644181,0.349126982549147,-0.0272105297650254,"1"
"28",0.998436277385793,0.0956897373353521,0.0946441690179922,-1.55270834796738,1.12281940747377,"0"
"72",0.998436277385793,-0.176078209038771,-0.177404123166857,-0.918763237795202,0.41089611299261,"0"
"44",0.998436277385793,0.898965911813134,0.899334380638438,-0.236053119148245,-0.355790511833252,"0"
"36",0.998436277385793,0.471411070994835,0.472648111843256,-1.60147335644216,1.17758273781847,"0"
"265",0.998436277385793,-0.361647892126686,-0.360678762112439,1.66578221136828,1.45139938954199,"1"
"226",-0.998436277385793,-0.530321570118634,-0.529635069890397,1.0318371011961,-1.77963710079557,"0"
"272",0.998436277385793,0.55474560460376,0.555694432615472,-0.528643169996941,-0.0272105297650254,"0"
"106",-0.998436277385793,-0.78175703578405,-0.781637698440573,-1.65023836491694,1.23234606816318,"0"
"319",-0.998436277385793,-1.03004239880446,-1.03077666075722,-0.0897580937238966,-0.520080502867365,"1"
